ISIN,TICKER,등급,섹터,Credit_Delta_$per bp,sigma_bp_3Y,sigma출처,실제스프레드리스크_1시그마_$,실제스프레드리스크_95%VaR_$,실제스프레드리스크_99%VaR_$
USY5S5CGAL65,LGENSO,BBB+,비금융,-81.27669494999999,2.687,individual_cache,-218.0,-359.0,-509.0
USY5S5CGAL65,LGENSO,BBB+,비금융,-54.1844633,2.687,individual_cache,-146.0,-240.0,-339.0
USY5S5CGAN22,LGENSO,BBB+,비금융,-319.28508702,2.344,individual_cache,-748.0,-1231.0,-1744.0
USY5S5CGAP79,LGENSO,BBB,비금융,-649.9752384,3.797,individual_cache,-2468.0,-4060.0,-5750.0
USY5S5CGAP79,LGENSO,BBB,비금융,-974.9628576,3.797,individual_cache,-3702.0,-6090.0,-8626.0
USY5S5CGAP79,LGENSO,BBB,비금융,-1624.9380960000003,3.797,individual_cache,-6170.0,-10149.0,-14376.0
USY5S5CGAP79,LGENSO,BBB,비금융,-2112.4195248,3.797,individual_cache,-8021.0,-13194.0,-18689.0
USY5S5CGAS19,LGENSO,BBB,비금융,-366.50746943999997,2.215,individual_cache,-812.0,-1335.0,-1892.0
USY5S5CGAS19,LGENSO,BBB,비금융,-366.50746943999997,2.215,individual_cache,-812.0,-1335.0,-1892.0
USY5S80VAB27,LGELEC,BBB,비금융,-1272.365435,2.222,individual_cache,-2827.0,-4651.0,-6587.0
USY70750CB13,PKX,BBB+,비금융,-3230.018544,3.633,individual_cache,-11735.0,-19304.0,-27342.0
XS2739009855,DAESEC,BBB,금융,-2051.6279686200005,2.543,individual_cache,-5217.0,-8582.0,-12156.0
XS2798085416,HYNCRD,BBB+,금융,-50.693604023999995,11.001,individual_cache,-558.0,-917.0,-1299.0
XS3109629371,NHSECS,A,금융,-68.009374214,2.347,individual_cache,-160.0,-263.0,-372.0
XS3109629371,NHSECS,A,금융,-476.065619498,2.347,individual_cache,-1117.0,-1838.0,-2603.0
XS3109629371,NHSECS,A,금융,-1020.1406132099999,2.347,individual_cache,-2394.0,-3939.0,-5579.0
XS3109629371,NHSECS,A,금융,-680.0937421399999,2.347,individual_cache,-1596.0,-2626.0,-3719.0
XS3109629371,NHSECS,A,금융,-1020.1406132099999,2.347,individual_cache,-2394.0,-3939.0,-5579.0
XS3109629371,NHSECS,A,금융,-1020.1406132099999,2.347,individual_cache,-2394.0,-3939.0,-5579.0
XS3109629371,NHSECS,A,금융,-1700.23435535,2.347,individual_cache,-3990.0,-6564.0,-9298.0
XS3187679041,HANMIL,A-,금융,-71.75554824,1.693,individual_cache,-121.0,-200.0,-283.0
XS3187679041,HANMIL,A-,금융,-1793.888706,1.693,individual_cache,-3037.0,-4996.0,-7076.0
XS3219365635,KOEWPW,AA-,비금융,-1720.211667636,1.447,individual_cache,-2489.0,-4095.0,-5800.0
XS3219365635,KOEWPW,AA-,비금융,-1556.3819850039997,1.447,individual_cache,-2252.0,-3705.0,-5247.0
XS3219365635,KOEWPW,AA-,비금융,-2047.8710329,1.447,individual_cache,-2963.0,-4875.0,-6904.0
XS3219365635,KOEWPW,AA-,비금융,-1023.93551645,1.447,individual_cache,-1482.0,-2437.0,-3452.0
XS3219365635,KOEWPW,AA-,비금융,-409.57420657999995,1.447,individual_cache,-593.0,-975.0,-1381.0
XS3219365635,KOEWPW,AA-,비금융,-409.57420657999995,1.447,individual_cache,-593.0,-975.0,-1381.0
XS3299373996,DAESEC,BBB,금융,-1180.2393505500002,2.061,individual_cache,-2432.0,-4001.0,-5668.0
XS3299373996,DAESEC,BBB,금융,-2360.4787011000003,2.061,individual_cache,-4865.0,-8003.0,-11335.0
XS3299373996,DAESEC,BBB,금융,-2242.454766045,2.061,individual_cache,-4622.0,-7603.0,-10769.0
XS3299373996,DAESEC,BBB,금융,-236.04787011,2.061,individual_cache,-486.0,-800.0,-1134.0
XS3299373996,DAESEC,BBB,금융,-967.7962674510001,2.061,individual_cache,-1995.0,-3281.0,-4647.0
XS3299373996,DAESEC,BBB,금융,-731.7483973410001,2.061,individual_cache,-1508.0,-2481.0,-3514.0
XS3299373996,DAESEC,BBB,금융,-708.1436103299999,2.061,individual_cache,-1459.0,-2401.0,-3401.0
XS3299373996,DAESEC,BBB,금융,-1180.2393505500002,2.061,individual_cache,-2432.0,-4001.0,-5668.0
XS3299373996,DAESEC,BBB,금융,-472.09574022,2.061,individual_cache,-973.0,-1601.0,-2267.0
XS3299373996,DAESEC,BBB,금융,-236.04787011,2.061,individual_cache,-486.0,-800.0,-1134.0
XS3299373996,DAESEC,BBB,금융,-944.19148044,2.061,individual_cache,-1946.0,-3201.0,-4534.0
XS3299373996,DAESEC,BBB,금융,-401.28137918699997,2.061,individual_cache,-827.0,-1360.0,-1927.0
US05964HBG92,SANTAN,A,비금융,-4308.461096,2.696,individual_cache,-11616.0,-19108.0,-27064.0
US05964HBG92,SANTAN,A,비금융,-1292.5383288,2.696,individual_cache,-3485.0,-5732.0,-8119.0
US06051GMW68,BAC,A,금융,-3422.5423452,1.757,individual_cache,-6013.0,-9892.0,-14011.0
US22536PAB76,ACAFP,A-,금융,-241.73210600000002,2.403,individual_cache,-581.0,-956.0,-1353.0
US38141GD355,GS,A-,금융,-3937.0978099999998,2.27,individual_cache,-8937.0,-14702.0,-20824.0
US38145GAR11,GS,A-,금융,-3843.6530521000004,2.208,individual_cache,-8487.0,-13961.0,-19774.0
US44891CDF77,HYNMTR,A-,비금융,-112.98705584999999,2.023,individual_cache,-229.0,-376.0,-533.0
US44891CDG50,HYNMTR,A-,비금융,-567.1800794400001,2.156,individual_cache,-1223.0,-2012.0,-2849.0
US60687YDF34,MIZUHO,A,금융,-1344.07890435,1.9,individual_cache,-2554.0,-4201.0,-5950.0
US61748UAS15,MS,A-,금융,-3831.6844272,2.154,individual_cache,-8253.0,-13577.0,-19231.0
US61748UAS15,MS,A-,금융,-3831.6844272,2.154,individual_cache,-8253.0,-13577.0,-19231.0
US91282CNT44,T,AA+,비금융,-10695.277635900002,0.24,individual_cache,-2567.0,-4222.0,-5981.0
US91282CNT44,T,AA+,비금융,-10695.277635900002,0.24,individual_cache,-2567.0,-4222.0,-5981.0
US91282CNT44,T,AA+,비금융,-4278.11105436,0.24,individual_cache,-1027.0,-1689.0,-2392.0
US91282CNT44,T,AA+,비금융,-16399.42570838,0.24,individual_cache,-3936.0,-6474.0,-9171.0
US91282CNW72,T,AA+,비금융,-10308.318234999999,0.707,individual_cache,-7288.0,-11989.0,-16981.0
US91282CNZ04,T,AA+,비금융,-8363.697699839999,0.701,individual_cache,-5863.0,-9645.0,-13661.0
US91282CPM72,T,AA+,비금융,-13392.7416045,0.686,individual_cache,-9187.0,-15113.0,-21407.0
US91282CPM72,T,AA+,비금융,-13392.7416045,0.686,individual_cache,-9187.0,-15113.0,-21407.0
US91282CPM72,T,AA+,비금융,-13392.7416045,0.686,individual_cache,-9187.0,-15113.0,-21407.0
US91282CPM72,T,AA+,비금융,-13392.7416045,0.686,individual_cache,-9187.0,-15113.0,-21407.0
US91282CPZ85,T,AA+,비금융,-7385.5689804,0.248,individual_cache,-1832.0,-3013.0,-4268.0
US91282CQQ77,T,AA+,비금융,-7698.1836023,0.323,individual_cache,-2487.0,-4090.0,-5794.0
USJ5901UAH52,NORBK,BBB+,금융,-3437.7935297999998,1.466,individual_cache,-5040.0,-8290.0,-11743.0
USY70750CC95,PKX,BBB+,비금융,-2042.6708482200002,1.555,individual_cache,-3176.0,-5225.0,-7401.0
USY70750CC95,PKX,BBB+,비금융,-1361.78056548,1.555,individual_cache,-2118.0,-3483.0,-4934.0
USY70750CC95,PKX,BBB+,비금융,-3404.4514137,1.555,individual_cache,-5294.0,-8709.0,-12335.0
USY7S272AM43,POHANG,BBB+,비금융,-3425.2488704,1.512,individual_cache,-5179.0,-8519.0,-12067.0
USY7S272AM43,POHANG,BBB+,비금융,-2055.14932224,1.512,individual_cache,-3107.0,-5112.0,-7240.0
XS2651633609,DAESEC,BBB,금융,-1.453643664,2.618,individual_cache,-4.0,-6.0,-9.0
XS2703610050,DFHOLD,BBB,금융,-255.33450096,2.618,individual_cache,-668.0,-1100.0,-1558.0
XS2052998403,ANZNZ,A+,금융,-838.1284485599999,7.232,individual_cache,-6061.0,-9971.0,-14123.0
XS2082472122,JAPTOB,A,비금융,-293.95974246000003,5.142,individual_cache,-1512.0,-2486.0,-3522.0
XS2167007918,WFC,A,금융,-1257.70468655,5.152,individual_cache,-6480.0,-10659.0,-15098.0
XS3127996778,WFC,A,금융,-93.01517743999999,4.222,individual_cache,-393.0,-646.0,-915.0
XS3127996778,WFC,A,금융,-93.01517743999999,4.222,individual_cache,-393.0,-646.0,-915.0
US06738ECY95,BACR,BBB+,금융,-4816.7435322,3.34,individual_cache,-16088.0,-26465.0,-37485.0
US38141GB607,GS,A-,금융,-147.04947862999998,2.576,individual_cache,-379.0,-623.0,-883.0
US500631AH98,KORELE,AA-,비금융,-426.57484912,2.714,individual_cache,-1158.0,-1904.0,-2697.0
US500631AH98,KORELE,AA-,비금융,-373.25299298,2.714,individual_cache,-1013.0,-1666.0,-2360.0
US912810UC08,T,AA+,비금융,-1306.7967141599997,0.193,individual_cache,-252.0,-415.0,-588.0
US912810UC08,T,AA+,비금융,-1306.7967141599997,0.193,individual_cache,-252.0,-415.0,-588.0
US912810UC08,T,AA+,비금융,-1306.7967141599997,0.193,individual_cache,-252.0,-415.0,-588.0
US91282CNT44,T,AA+,비금융,-10695.277635900002,0.24,individual_cache,-2567.0,-4222.0,-5981.0
US91282CNT44,T,AA+,비금융,-7130.185090600001,0.24,individual_cache,-1711.0,-2815.0,-3987.0
US91282CNT44,T,AA+,비금융,-7130.185090600001,0.24,individual_cache,-1711.0,-2815.0,-3987.0
US91282CPZ85,T,AA+,비금융,-7385.5689804,0.248,individual_cache,-1832.0,-3013.0,-4268.0
US91282CPZ85,T,AA+,비금융,-7385.5689804,0.248,individual_cache,-1832.0,-3013.0,-4268.0
US91282CPZ85,T,AA+,비금융,-7385.5689804,0.248,individual_cache,-1832.0,-3013.0,-4268.0
US91282CQQ77,T,AA+,비금융,-7698.1836023,0.323,individual_cache,-2487.0,-4090.0,-5794.0
USJ5S39RAV63,NTT,A,비금융,-3398.569414,1.438,individual_cache,-4887.0,-8039.0,-11387.0
USY5S5CGAR36,LGENSO,BBB+,비금융,-1970.7631069500003,2.694,individual_cache,-5309.0,-8734.0,-12371.0
USY5S5CGAR36,LGENSO,BBB+,비금융,-1313.8420713,2.694,individual_cache,-3539.0,-5822.0,-8247.0
XS2565831943,TD,A+,금융,-1564.3388365,5.315,individual_cache,-8314.0,-13677.0,-19373.0
XS2982332400,BMW,A,비금융,-546.82852672,5.09,individual_cache,-2783.0,-4579.0,-6485.0
XS3268973453,HYUCAP,BBB+,금융,-689.4622675200001,6.182,individual_cache,-4262.0,-7011.0,-9931.0
US46647PFG63,JPM,A,금융,-1930.259552,2.316,individual_cache,-4470.0,-7354.0,-10416.0
US95000U4D22,WFC,A,금융,-2286.0415915999997,2.85,individual_cache,-6515.0,-10718.0,-15180.0
USY7S272AK86,POHANG,BBB+,비금융,-10.17430359,4.721,individual_cache,-48.0,-79.0,-112.0
HK0001277489,NHNCOR,A,금융,-1223.58169458,4.144,individual_cache,-5071.0,-8341.0,-11814.0
US302154DG11,EIBKOR,AA-,비금융,-3716.0847628999995,2.24,individual_cache,-8324.0,-13693.0,-19395.0
US302154DY27,EIBKOR,AA,비금융,-101.25961333,1.744,individual_cache,-177.0,-291.0,-411.0
US302154DZ91,EIBKOR,AA,비금융,-297.23514744,2.641,individual_cache,-785.0,-1291.0,-1829.0
US302154ED70,EIBKOR,AA-,비금융,-21.994405212,2.101,individual_cache,-46.0,-76.0,-108.0
US302154EE53,EIBKOR,AA-,비금융,-226.400699488,2.356,individual_cache,-533.0,-877.0,-1243.0
US302154EM79,EIBKOR,AA-,비금융,-4174.58122128,3.441,individual_cache,-14365.0,-23630.0,-33470.0
US302154EQ83,EIBKOR,AA-,비금융,-831.853642634,2.211,individual_cache,-1839.0,-3026.0,-4285.0
US302154ER66,EIBKOR,AA-,비금융,-1917.8683629,2.799,individual_cache,-5368.0,-8831.0,-12508.0
US302154ES40,EIBKOR,AA-,비금융,-3531.2004304999996,3.747,individual_cache,-13231.0,-21766.0,-30829.0
US302154ES40,EIBKOR,AA-,비금융,-3531.2004304999996,3.747,individual_cache,-13231.0,-21766.0,-30829.0
US45604HAQ02,INDKOR,AA-,금융,-57.47804432,2.456,individual_cache,-141.0,-232.0,-329.0
US45604HAS67,INDKOR,A,금융,-2113.52241168,2.291,individual_cache,-4842.0,-7965.0,-11282.0
US45604HAS67,INDKOR,A,금융,-1409.0149411199998,2.291,individual_cache,-3228.0,-5310.0,-7521.0
US500630EG96,KDB,AA-,금융,-72.42489935999998,1.872,individual_cache,-136.0,-223.0,-316.0
US500630EH79,KDB,AA-,금융,-158.04214836,2.29,individual_cache,-362.0,-595.0,-843.0
US500630EK09,KDB,AA-,금융,-4844.220895872001,3.987,individual_cache,-19314.0,-31771.0,-45001.0
US500630EM64,KDB,AA-,금융,-846.62860281,2.091,individual_cache,-1770.0,-2912.0,-4125.0
US500630ER51,KDB,AA-,금융,-194.16274761999998,1.752,individual_cache,-340.0,-560.0,-793.0
US50066CAV19,KORGAS,AA-,비금융,-55.244984476,2.209,individual_cache,-122.0,-201.0,-284.0
US65540KAG04,NACF,A+,비금융,-14.473351269,4.67,individual_cache,-68.0,-111.0,-157.0
US65540KAK16,NACF,A+,비금융,-371.31254412000004,4.59,individual_cache,-1704.0,-2804.0,-3971.0
US98105GAP72,WOORIB,A+,금융,-114.06076515999999,2.313,individual_cache,-264.0,-434.0,-615.0
USY2350DER36,CITNAT,A,금융,-3811.1458348600004,31.51,individual_cache,-120089.0,-197547.0,-279808.0
USY2387CVK89,EIBKOR,AA-,비금융,-1306.0839734399997,2.109,individual_cache,-2755.0,-4531.0,-6418.0
USY3815NBK64,HYUCAP,A-,금융,-281.41822926000003,1.941,individual_cache,-546.0,-899.0,-1273.0
USY4841M6A22,KHFC,AA-,금융,-53.106644429999996,1.814,individual_cache,-96.0,-158.0,-224.0
USY4841PAD43,KHFC,AA-,금융,-312.78212624,1.746,individual_cache,-546.0,-898.0,-1272.0
USY4841PAD43,KHFC,AA-,금융,-938.3463787200001,1.746,individual_cache,-1638.0,-2695.0,-3817.0
USY4841PAD43,KHFC,AA-,금융,-312.78212624,1.746,individual_cache,-546.0,-898.0,-1272.0
USY4841PAG73,KHFC,AA-,금융,-1263.7622418400001,5.227,individual_cache,-6606.0,-10866.0,-15391.0
USY4841PAK85,KHFC,AA-,금융,-2291.829804,2.07,individual_cache,-4744.0,-7804.0,-11054.0
USY4872AMX28,HIGHWY,AA,비금융,-81.05350517999999,5.809,individual_cache,-471.0,-775.0,-1097.0
USY4872ATJ60,HIGHWY,AA-,비금융,-2067.22152,1.888,individual_cache,-3903.0,-6420.0,-9094.0
USY48861DE86,KORGAS,AA-,비금융,-8367.21405117,2.946,individual_cache,-24650.0,-40549.0,-57434.0
USY4899GHF38,KOHNPW,AA-,비금융,-2553.93279984,3.527,individual_cache,-9008.0,-14818.0,-20988.0
USY4907LAG78,KORELE,AA-,비금융,-38.20014324,2.714,individual_cache,-104.0,-171.0,-242.0
USY4907LAR34,KORELE,AA-,비금융,-75.34942806599999,2.448,individual_cache,-184.0,-303.0,-430.0
USY4938AAM19,KOROIL,AA-,비금융,-22.954146768,2.029,individual_cache,-47.0,-77.0,-109.0
USY4938AAT61,KOROIL,AA,비금융,-101.0015275,1.676,individual_cache,-169.0,-278.0,-394.0
USY4938AAV18,KOROIL,AA,비금융,-72.71572817600001,2.305,individual_cache,-168.0,-276.0,-391.0
USY4938AAV18,KOROIL,AA,비금융,-727.15728176,2.305,individual_cache,-1676.0,-2757.0,-3905.0
USY4938AAW90,KOROIL,AA-,비금융,-122.77107604999999,3.81,individual_cache,-468.0,-769.0,-1090.0
USY4938AAY56,KOROIL,AA-,비금융,-81.05409344999998,2.976,individual_cache,-241.0,-397.0,-562.0
USY49915BC76,KOREAT,AA-,비금융,-71.71428823000001,2.004,individual_cache,-144.0,-236.0,-335.0
USY6396XAF60,NACF,A+,비금융,-43.043773760055146,4.67,individual_cache,-201.0,-331.0,-468.0
USY6396XAF60,NACF,A+,비금융,-172.17509504022058,4.67,individual_cache,-804.0,-1323.0,-1873.0
USY6396XAG44,NACF,A+,비금융,-53.78538887199999,2.214,individual_cache,-119.0,-196.0,-277.0
USY6396XAG44,NACF,A+,비금융,-215.14155548799997,2.214,individual_cache,-476.0,-784.0,-1110.0
USY6396XAK55,NACF,A,비금융,-174.078660525,2.166,individual_cache,-377.0,-620.0,-879.0
USY6396XAK55,NACF,A,비금융,-1740.78660525,2.166,individual_cache,-3771.0,-6203.0,-8785.0
USY7770HAE81,SHNHAN,AA-,금융,-81.542049296,2.738,individual_cache,-223.0,-367.0,-520.0
USY7T4K3AC40,SHINFN,A,금융,-2780.8079544,1.961,individual_cache,-5453.0,-8970.0,-12706.0
USY9700WAD84,WOORIB,A,금융,-77.29844122,3.147,individual_cache,-243.0,-400.0,-567.0
XS1211568735,EIBKOR,AA-,비금융,-676.528566,2.714,individual_cache,-1836.0,-3020.0,-4278.0
XS1456425666,EIBKOR,AA-,비금융,-198.6090093,2.714,individual_cache,-539.0,-887.0,-1256.0
XS2367816076,KOMIPW,AA,비금융,-29.702525335,5.809,individual_cache,-173.0,-284.0,-402.0
XS2393758987,HYUSEC,A-,금융,-60.48691572,2.403,individual_cache,-145.0,-239.0,-339.0
XS2457676257,KOMRMR,A,비금융,-613.06301678,5.907,individual_cache,-3621.0,-5957.0,-8438.0
XS2600704956,KOMRMR,A,비금융,-363.76421432623994,2.333,individual_cache,-849.0,-1396.0,-1977.0
XS2629403499,HATELE,A-,비금융,-623.7363469840001,2.58,individual_cache,-1609.0,-2647.0,-3750.0
XS2629403499,HATELE,A-,비금융,-1834.5186676,2.58,individual_cache,-4733.0,-7786.0,-11028.0
XS2682195016,KOSOPW,AA-,비금융,-69.07992336000001,2.714,individual_cache,-187.0,-308.0,-437.0
XS2790212828,KOMRMR,A,비금융,-1888.7497551104002,2.161,individual_cache,-4082.0,-6714.0,-9510.0
XS2803406698,KOBCOP,AA,비금융,-311.3165466,5.809,individual_cache,-1808.0,-2975.0,-4214.0
XS2803406698,KOBCOP,AA,비금융,-77.82913665,5.809,individual_cache,-452.0,-744.0,-1053.0
XS2803407233,KOBCOP,AA-,비금융,-821.544041088,1.98,individual_cache,-1627.0,-2676.0,-3790.0
XS2803407233,KOBCOP,AA-,비금융,-513.46502568,1.98,individual_cache,-1017.0,-1672.0,-2369.0
XS2917896685,KOLAHO,AA,비금융,-24.13562688,1.938,individual_cache,-47.0,-77.0,-109.0
XS3037640037,KORWAT,AA-,비금융,-82.54281536,2.714,individual_cache,-224.0,-369.0,-522.0
XS3037681908,KTGC,NR,비금융,-337.14482735999997,24.005,individual_cache,-8093.0,-13313.0,-18857.0
XS3037681908,KTGC,NR,비금융,-606.8606892480001,24.005,individual_cache,-14568.0,-23964.0,-33943.0
XS3053429638,KOLAHO,AA,비금융,-253.19851536,5.809,individual_cache,-1471.0,-2420.0,-3427.0
XS3056053799,KOBCOP,AA-,비금융,-67.733887718,1.757,individual_cache,-119.0,-196.0,-277.0
XS3056053799,KOBCOP,AA-,비금융,-3048.02494731,1.757,individual_cache,-5355.0,-8810.0,-12478.0
XS3177263418,KOREAN,AA,비금융,-945.008552124,1.566,individual_cache,-1480.0,-2434.0,-3448.0
XS3177263418,KOREAN,AA,비금융,-1126.740965994,1.566,individual_cache,-1764.0,-2903.0,-4111.0
XS3219365635,KOEWPW,AA-,비금융,-1934.4189776773399,1.447,individual_cache,-2799.0,-4605.0,-6522.0
XS3322576417,KOMRMR,AA-,비금융,-245.146386288,5.661,individual_cache,-1388.0,-2283.0,-3234.0
XS3340625626,KORAIR,A,비금융,-100.465156044,2.613,individual_cache,-263.0,-432.0,-612.0
XS3340625626,KORAIR,A,비금융,-336.5582727474,2.613,individual_cache,-879.0,-1447.0,-2049.0
XS3423950230,NHSECS,A-,금융,-850.2404124799999,2.167,individual_cache,-1842.0,-3031.0,-4293.0
XS3423950313,NHSECS,A-,금융,-805.6272019200002,2.579,individual_cache,-2078.0,-3418.0,-4841.0
JP541005AQB3,EIBKOR,AA-,비금융,-404037.36251999997,4.719,individual_cache,-1906652.0,-3136443.0,-4442500.0
JP541005AQB3,EIBKOR,AA-,비금융,-94275.38458800002,4.719,individual_cache,-444886.0,-731837.0,-1036583.0
JP541034ARB1,SHNHAN,AA-,금융,-13106.57328,3.82,individual_cache,-50067.0,-82360.0,-116656.0
XS2867997368,EIBKOR,AA-,비금융,-22991.536,2.714,individual_cache,-62399.0,-102646.0,-145390.0
HK0001319182,,,비금융,-470.01349394,4.906,individual_cache,-2306.0,-3793.0,-5373.0
USY49915BF08,,,비금융,-62.900144100000006,4.906,individual_cache,-309.0,-508.0,-719.0
JP541037AS71,,,비금융,-284548.2075,4.906,individual_cache,-1395994.0,-2296409.0,-3252665.0
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
0,,,비금융,,4.906,individual_cache,,,
